Order At;Order ID;Produk;Provinsi;Harga Produksi;Harga Satuan;Profit;Qty;Total Harga;Zero
12/01/2022;332;Buku Soal OMITS SMP;Sulawesi Utara;35000;55000;100000;5;275000;0
15/06/2022;333;Buku Soal OMITS SMA;Maluku;35000;60000;25000;1;60000;0
21/08/2022;334;Totebag;Kalimantan Selatan;20000;25000;15000;3;75000;0
09/07/2022;335;T-Shirt;Papua Barat;65000;75000;10000;1;75000;0
01/09/2022;336;Tumbler;Jawa Tengah;50000;60000;10000;1;60000;0
09/10/2022;337;T-Shirt;Banten;65000;75000;10000;1;75000;0
08/06/2022;338;Buku Soal OMITS SMA;Sulawesi Utara;35000;60000;75000;3;180000;0
28/07/2022;339;Buku Soal OMITS SD;Jawa Barat;35000;50000;30000;2;100000;0
06/07/2022;340;Buku Soal OMITS SMA;Papua Barat Daya;35000;60000;25000;1;60000;0
08/11/2022;341;Pin;Jambi;2500;5000;2500;1;5000;0
27/08/2022;342;Tumbler;Jawa Tengah;50000;60000;30000;3;180000;0
20/06/2022;343;Pin;Kalimantan Tengah;2500;5000;7500;3;15000;0
13/11/2022;344;Buku Soal OMITS SMP;Sulawesi Barat;35000;55000;100000;5;275000;0
28/08/2022;345;Tumbler;Sulawesi Utara;50000;60000;10000;1;60000;0
30/04/2022;346;Buku Soal OMITS SD;Gorontalo;35000;50000;30000;2;100000;0
10/03/2022;347;Buku Soal OMITS SMP;Papua Selatan;35000;55000;20000;1;55000;0
23/11/2022;348;Buku Soal OMITS SMP;Papua Tengah;35000;55000;100000;5;275000;0
03/12/2022;349;T-Shirt;Lampung;65000;75000;20000;2;150000;0
13/04/2022;350;Pin;Papua Barat;2500;5000;12500;5;25000;0
27/07/2022;351;Buku Soal OMITS SMP;Kalimantan Utara;35000;55000;80000;4;220000;0
25/04/2022;352;Pin;Lampung;2500;5000;5000;2;10000;0
07/07/2022;353;Pin;Sulawesi Barat;2500;5000;7500;3;15000;0
20/10/2022;354;Buku Soal OMITS SMP;Sumatera Selatan;35000;55000;40000;2;110000;0
21/12/2022;355;Buku Soal OMITS SMP;Papua Selatan;35000;55000;80000;4;220000;0
19/01/2022;356;T-Shirt;Gorontalo;65000;75000;10000;1;75000;0
25/09/2022;357;T-Shirt;Sulawesi Tenggara;65000;75000;10000;1;75000;0
02/06/2022;358;Buku Soal OMITS SD;Papua Barat Daya;35000;50000;75000;5;250000;0
26/05/2022;359;Buku Soal OMITS SMP;Kalimantan Timur;35000;55000;60000;3;165000;0
03/09/2022;360;Buku Soal OMITS SMA;Jawa Tengah;35000;60000;50000;2;120000;0
29/06/2022;361;Sticker;Sulawesi Utara;5000;10000;5000;1;10000;0
28/08/2022;362;Pin;Jambi;2500;5000;5000;2;10000;0
07/10/2022;363;T-Shirt;Maluku Utara;65000;75000;40000;4;300000;0
19/05/2022;364;Sticker;Sulawesi Selatan;5000;10000;15000;3;30000;0
26/01/2022;365;Sticker;Daerah Istimewa Yogyakarta;5000;10000;5000;1;10000;0
04/11/2022;366;Totebag;Papua Barat Daya;20000;25000;25000;5;125000;0
17/03/2022;367;Buku Soal OMITS SMA;Maluku Utara;35000;60000;25000;1;60000;0
05/07/2022;368;T-Shirt;Jawa Barat;65000;75000;20000;2;150000;0
18/12/2022;369;Pin;Lampung;2500;5000;2500;1;5000;0
08/01/2022;370;Buku Soal OMITS SMP;Nanggroe Aceh Darussalam;35000;55000;60000;3;165000;0
18/06/2022;371;Buku Soal OMITS SD;Nusa Tenggara Barat;35000;50000;15000;1;50000;0
06/12/2022;372;Pin;Nusa Tenggara Barat;2500;5000;12500;5;25000;0
09/08/2022;373;Buku Soal OMITS SMA;Maluku Utara;35000;60000;25000;1;60000;0
07/04/2022;374;Sticker;Kalimantan Tengah;5000;10000;20000;4;40000;0
08/12/2022;375;Gantungan Kunci;Sulawesi Barat;5000;10000;25000;5;50000;0
29/05/2022;376;Totebag;DKI Jakarta;20000;25000;15000;3;75000;0
22/05/2022;377;Gantungan Kunci;Jawa Timur;5000;10000;10000;2;20000;0
20/07/2022;378;Buku Soal OMITS SMP;Kalimantan Tengah;35000;55000;60000;3;165000;0
31/01/2022;379;Gantungan Kunci;Sulawesi Barat;5000;10000;15000;3;30000;0
19/02/2022;380;Buku Soal OMITS SD;Nusa Tenggara Timur;35000;50000;75000;5;250000;0
09/03/2022;381;Buku Soal OMITS SMA;Jawa Tengah;35000;60000;100000;4;240000;0
25/05/2022;382;Gantungan Kunci;Papua Barat Daya;5000;10000;10000;2;20000;0
22/08/2022;383;T-Shirt;Sumatera Utara;65000;75000;40000;4;300000;0
17/10/2022;384;Buku Soal OMITS SD;Jambi;35000;50000;15000;1;50000;0
03/03/2022;385;Totebag;Sumatera Utara;20000;25000;15000;3;75000;0
26/11/2022;386;Buku Soal OMITS SMA;Sulawesi Tenggara;35000;60000;100000;4;240000;0
25/11/2022;387;Sticker;Maluku;5000;10000;20000;4;40000;0
21/08/2022;388;Buku Soal OMITS SMA;Jambi;35000;60000;100000;4;240000;0
29/10/2022;389;Mug;Jawa Tengah;15000;20000;25000;5;100000;0
28/09/2022;390;Mug;Kalimantan Utara;15000;20000;15000;3;60000;0
03/01/2022;391;Mug;Sulawesi Selatan;15000;20000;10000;2;40000;0
10/01/2022;392;Gantungan Kunci;Sumatera Barat;5000;10000;15000;3;30000;0
20/11/2022;393;Gantungan Kunci;Sulawesi Tengah;5000;10000;20000;4;40000;0
20/09/2022;394;Totebag;Nanggroe Aceh Darussalam;20000;25000;10000;2;50000;0
03/04/2022;395;Buku Soal OMITS SMP;Jambi;35000;55000;40000;2;110000;0
22/08/2022;396;Buku Soal OMITS SMA;Sumatera Barat;35000;60000;50000;2;120000;0
01/01/2022;397;Pin;Papua Barat Daya;2500;5000;10000;4;20000;0
26/03/2022;398;Sticker;Kalimantan Tengah;5000;10000;25000;5;50000;0
04/11/2022;399;Buku Soal OMITS SMA;Sumatera Utara;35000;60000;50000;2;120000;0
16/12/2022;400;Mug;Maluku;15000;20000;10000;2;40000;0
22/11/2022;401;T-Shirt;Lampung;65000;75000;50000;5;375000;0
29/07/2022;402;Tumbler;Sumatera Selatan;50000;60000;50000;5;300000;0
09/11/2022;403;Totebag;Sumatera Utara;20000;25000;20000;4;100000;0
03/03/2022;404;Totebag;Jambi;20000;25000;5000;1;25000;0
03/04/2022;405;Totebag;Nusa Tenggara Timur;20000;25000;20000;4;100000;0
14/03/2022;406;Sticker;Sulawesi Tengah;5000;10000;15000;3;30000;0
16/12/2022;407;Pin;Lampung;2500;5000;2500;1;5000;0
10/07/2022;408;Buku Soal OMITS SMP;Maluku;35000;55000;20000;1;55000;0
20/04/2022;409;Sticker;Kalimantan Timur;5000;10000;20000;4;40000;0
15/10/2022;410;Tumbler;Daerah Istimewa Yogyakarta;50000;60000;50000;5;300000;0
07/12/2022;411;Buku Soal OMITS SD;Bali;35000;50000;15000;1;50000;0
26/08/2022;412;Buku Soal OMITS SMP;Banten;35000;55000;60000;3;165000;0
24/08/2022;413;Tumbler;Riau;50000;60000;30000;3;180000;0
01/01/2022;414;Totebag;Nusa Tenggara Timur;20000;25000;20000;4;100000;0
17/06/2022;415;Buku Soal OMITS SMA;Riau;35000;60000;125000;5;300000;0
28/08/2022;416;Buku Soal OMITS SMA;Maluku Utara;35000;60000;25000;1;60000;0
05/04/2022;417;Tumbler;Kalimantan Timur;50000;60000;50000;5;300000;0
30/01/2022;418;Pin;Nusa Tenggara Timur;2500;5000;2500;1;5000;0
26/08/2022;419;Pin;DKI Jakarta;2500;5000;7500;3;15000;0
11/05/2022;420;Tumbler;Kepulauan Riau;50000;60000;50000;5;300000;0
19/03/2022;421;Mug;Kalimantan Selatan;15000;20000;25000;5;100000;0
07/09/2022;422;Buku Soal OMITS SMA;Sumatera Selatan;35000;60000;100000;4;240000;0
15/08/2022;423;Sticker;Riau;5000;10000;15000;3;30000;0
05/10/2022;424;Tumbler;Gorontalo;50000;60000;30000;3;180000;0
28/07/2022;425;Buku Soal OMITS SMA;Papua Tengah;35000;60000;25000;1;60000;0
20/01/2022;426;T-Shirt;Bali;65000;75000;50000;5;375000;0
16/05/2022;427;Buku Soal OMITS SD;Nusa Tenggara Barat;35000;50000;45000;3;150000;0
17/02/2022;428;T-Shirt;Papua Barat Daya;65000;75000;50000;5;375000;0
22/09/2022;429;Buku Soal OMITS SMA;Maluku;35000;60000;50000;2;120000;0
12/03/2022;430;Mug;Kalimantan Tengah;15000;20000;15000;3;60000;0
15/04/2022;431;Buku Soal OMITS SD;Banten;35000;50000;30000;2;100000;0
24/01/2022;432;Buku Soal OMITS SD;Jawa Tengah;35000;50000;30000;2;100000;0
12/06/2022;433;Buku Soal OMITS SMA;Papua Selatan;35000;60000;25000;1;60000;0
26/05/2022;434;Tumbler;Papua Barat;50000;60000;30000;3;180000;0
02/01/2022;435;Mug;Papua Pegunungan;15000;20000;5000;1;20000;0
07/03/2022;436;Totebag;Jambi;20000;25000;5000;1;25000;0
22/03/2022;437;Totebag;Nusa Tenggara Barat;20000;25000;5000;1;25000;0
22/11/2022;438;Mug;Banten;15000;20000;15000;3;60000;0
02/10/2022;439;Sticker;Daerah Istimewa Yogyakarta;5000;10000;10000;2;20000;0
12/12/2022;440;Totebag;Jawa Barat;20000;25000;10000;2;50000;0
11/04/2022;441;Pin;Papua Tengah;2500;5000;5000;2;10000;0
20/02/2022;442;Tumbler;Nanggroe Aceh Darussalam;50000;60000;10000;1;60000;0
09/05/2022;443;Gantungan Kunci;Sumatera Barat;5000;10000;10000;2;20000;0
27/01/2022;444;Buku Soal OMITS SMP;Kalimantan Utara;35000;55000;20000;1;55000;0
06/10/2022;445;Buku Soal OMITS SMA;Papua Selatan;35000;60000;125000;5;300000;0
16/12/2022;446;Pin;Jambi;2500;5000;2500;1;5000;0
11/08/2022;447;Pin;Kalimantan Timur;2500;5000;5000;2;10000;0
11/10/2022;448;Mug;Jawa Tengah;15000;20000;10000;2;40000;0
01/02/2022;449;Sticker;Papua Barat;5000;10000;15000;3;30000;0
07/08/2022;450;Buku Soal OMITS SMP;Banten;35000;55000;20000;1;55000;0
11/07/2022;451;Mug;Maluku;15000;20000;5000;1;20000;0
20/06/2022;452;Mug;Nanggroe Aceh Darussalam;15000;20000;15000;3;60000;0
03/01/2022;453;Totebag;Sumatera Barat;20000;25000;25000;5;125000;0
28/09/2022;454;Pin;Bali;2500;5000;2500;1;5000;0
23/11/2022;455;Mug;DKI Jakarta;15000;20000;15000;3;60000;0
09/12/2022;456;Mug;Jawa Barat;15000;20000;20000;4;80000;0
26/09/2022;457;Gantungan Kunci;Maluku Utara;5000;10000;15000;3;30000;0
26/08/2022;458;Buku Soal OMITS SD;Sulawesi Tenggara;35000;50000;15000;1;50000;0
06/09/2022;459;Buku Soal OMITS SMA;Maluku;35000;60000;125000;5;300000;0
23/03/2022;460;Buku Soal OMITS SD;Maluku Utara;35000;50000;15000;1;50000;0
17/06/2022;461;Mug;Sulawesi Selatan;15000;20000;15000;3;60000;0
08/03/2022;462;Mug;Nanggroe Aceh Darussalam;15000;20000;15000;3;60000;0
05/03/2022;463;Pin;Papua Barat;2500;5000;12500;5;25000;0
05/06/2022;464;Buku Soal OMITS SD;Kalimantan Tengah;35000;50000;45000;3;150000;0
29/08/2022;465;Totebag;Bangka Belitung;20000;25000;15000;3;75000;0
08/09/2022;466;Sticker;Bangka Belitung;5000;10000;20000;4;40000;0
18/02/2022;467;Gantungan Kunci;Kalimantan Selatan;5000;10000;25000;5;50000;0
22/09/2022;468;Mug;Jambi;15000;20000;5000;1;20000;0
19/05/2022;469;Pin;Kalimantan Utara;2500;5000;2500;1;5000;0
23/02/2022;470;T-Shirt;Sulawesi Selatan;65000;75000;40000;4;300000;0
12/07/2022;471;Gantungan Kunci;Jawa Tengah;5000;10000;20000;4;40000;0
12/07/2022;472;Buku Soal OMITS SMP;Maluku;35000;55000;100000;5;275000;0
21/07/2022;473;Pin;Kepulauan Riau;2500;5000;5000;2;10000;0
17/06/2022;474;Buku Soal OMITS SD;Sumatera Selatan;35000;50000;15000;1;50000;0
19/05/2022;475;Buku Soal OMITS SMA;Papua Barat Daya;35000;60000;75000;3;180000;0
12/11/2022;476;Buku Soal OMITS SD;Riau;35000;50000;45000;3;150000;0
23/03/2022;477;Tumbler;Bali;50000;60000;50000;5;300000;0
23/02/2022;478;Buku Soal OMITS SMP;DKI Jakarta;35000;55000;40000;2;110000;0
30/12/2022;479;Pin;Sumatera Barat;2500;5000;10000;4;20000;0
21/12/2022;480;Buku Soal OMITS SD;Papua Barat Daya;35000;50000;75000;5;250000;0
04/09/2022;481;Pin;Kalimantan Selatan;2500;5000;12500;5;25000;0
27/02/2022;482;Totebag;Riau;20000;25000;5000;1;25000;0
02/01/2022;483;Gantungan Kunci;Jawa Barat;5000;10000;25000;5;50000;0
27/01/2022;484;Mug;Riau;15000;20000;5000;1;20000;0
05/10/2022;485;T-Shirt;Sulawesi Selatan;65000;75000;10000;1;75000;0
20/04/2022;486;Mug;Nanggroe Aceh Darussalam;15000;20000;15000;3;60000;0
04/12/2022;487;Buku Soal OMITS SMA;Sulawesi Utara;35000;60000;125000;5;300000;0
24/04/2022;488;T-Shirt;Daerah Istimewa Yogyakarta;65000;75000;20000;2;150000;0
22/12/2022;489;Gantungan Kunci;Jawa Tengah;5000;10000;20000;4;40000;0
03/06/2022;490;Pin;Lampung;2500;5000;7500;3;15000;0
12/07/2022;491;Sticker;Banten;5000;10000;10000;2;20000;0
06/01/2022;492;T-Shirt;Daerah Istimewa Yogyakarta;65000;75000;10000;1;75000;0
24/03/2022;493;Buku Soal OMITS SD;Papua Pegunungan;35000;50000;30000;2;100000;0
25/11/2022;494;Gantungan Kunci;Bangka Belitung;5000;10000;5000;1;10000;0
30/03/2022;495;Sticker;Banten;5000;10000;10000;2;20000;0
15/10/2022;496;Sticker;Kalimantan Barat;5000;10000;10000;2;20000;0
02/02/2022;497;Tumbler;Kepulauan Riau;50000;60000;30000;3;180000;0
03/04/2022;498;Buku Soal OMITS SD;Jawa Timur;35000;50000;60000;4;200000;0
14/02/2022;499;Buku Soal OMITS SMA;Papua Barat;35000;60000;75000;3;180000;0
27/10/2022;500;T-Shirt;Banten;65000;75000;40000;4;300000;0
27/02/2022;501;Buku Soal OMITS SMP;Sumatera Selatan;35000;55000;40000;2;110000;0
20/02/2022;502;Sticker;Jawa Timur;5000;10000;25000;5;50000;0
07/11/2022;503;Buku Soal OMITS SMP;Sulawesi Tengah;35000;55000;40000;2;110000;0
21/09/2022;504;Sticker;Sulawesi Tenggara;5000;10000;15000;3;30000;0
25/10/2022;505;Pin;Sumatera Utara;2500;5000;12500;5;25000;0
27/12/2022;506;Mug;Kalimantan Tengah;15000;20000;25000;5;100000;0
09/07/2022;507;Buku Soal OMITS SD;Jawa Tengah;35000;50000;30000;2;100000;0
28/12/2022;508;Totebag;Kalimantan Utara;20000;25000;10000;2;50000;0
10/02/2022;509;Buku Soal OMITS SD;Papua Tengah;35000;50000;15000;1;50000;0
21/03/2022;510;Sticker;Kalimantan Tengah;5000;10000;25000;5;50000;0
03/03/2022;511;Tumbler;Kalimantan Timur;50000;60000;30000;3;180000;0
19/12/2022;512;Gantungan Kunci;Papua Barat;5000;10000;10000;2;20000;0
15/04/2022;513;Buku Soal OMITS SD;Sulawesi Utara;35000;50000;45000;3;150000;0
03/03/2022;514;Totebag;Bangka Belitung;20000;25000;10000;2;50000;0
22/05/2022;515;Buku Soal OMITS SMP;Bali;35000;55000;80000;4;220000;0
07/04/2022;516;Tumbler;Kalimantan Timur;50000;60000;40000;4;240000;0
02/08/2022;517;T-Shirt;Bangka Belitung;65000;75000;50000;5;375000;0
12/10/2022;518;Gantungan Kunci;DKI Jakarta;5000;10000;20000;4;40000;0
07/06/2022;519;Buku Soal OMITS SMA;Sulawesi Selatan;35000;60000;125000;5;300000;0
15/03/2022;520;Tumbler;Jawa Barat;50000;60000;10000;1;60000;0
09/08/2022;521;Gantungan Kunci;Papua Tengah;5000;10000;10000;2;20000;0
28/10/2022;522;T-Shirt;Kepulauan Riau;65000;75000;50000;5;375000;0
14/02/2022;523;Buku Soal OMITS SMA;Gorontalo;35000;60000;100000;4;240000;0
28/12/2022;524;Buku Soal OMITS SMP;Maluku;35000;55000;100000;5;275000;0
29/07/2022;525;Mug;Nanggroe Aceh Darussalam;15000;20000;15000;3;60000;0
23/08/2022;526;Mug;Sulawesi Barat;15000;20000;15000;3;60000;0
20/06/2022;527;Tumbler;Kalimantan Timur;50000;60000;20000;2;120000;0
16/05/2022;528;Tumbler;Sulawesi Tenggara;50000;60000;50000;5;300000;0
12/11/2022;529;Buku Soal OMITS SMP;Bengkulu;35000;55000;60000;3;165000;0
17/12/2022;530;Pin;Nusa Tenggara Timur;2500;5000;2500;1;5000;0
22/04/2022;531;Tumbler;Sulawesi Selatan;50000;60000;50000;5;300000;0
07/10/2022;532;Pin;Bali;2500;5000;7500;3;15000;0
23/09/2022;533;Gantungan Kunci;Nusa Tenggara Barat;5000;10000;5000;1;10000;0
29/09/2022;534;T-Shirt;Maluku Utara;65000;75000;40000;4;300000;0
29/11/2022;535;Gantungan Kunci;Nusa Tenggara Timur;5000;10000;15000;3;30000;0
05/12/2022;536;Buku Soal OMITS SMP;Nanggroe Aceh Darussalam;35000;55000;20000;1;55000;0
24/06/2022;537;Mug;Sumatera Selatan;15000;20000;20000;4;80000;0
13/10/2022;538;Mug;Sulawesi Utara;15000;20000;10000;2;40000;0
19/07/2022;539;Sticker;Jambi;5000;10000;25000;5;50000;0
20/04/2022;540;Mug;Gorontalo;15000;20000;10000;2;40000;0
26/10/2022;541;Gantungan Kunci;Maluku Utara;5000;10000;15000;3;30000;0
16/01/2022;542;Buku Soal OMITS SMA;Nusa Tenggara Timur;35000;60000;100000;4;240000;0
09/02/2022;543;Sticker;Sulawesi Utara;5000;10000;25000;5;50000;0
22/01/2022;544;Pin;Sumatera Utara;2500;5000;2500;1;5000;0
13/05/2022;545;T-Shirt;Papua Barat Daya;65000;75000;20000;2;150000;0
30/10/2022;546;Buku Soal OMITS SMA;Papua Selatan;35000;60000;125000;5;300000;0
30/03/2022;547;Mug;Nusa Tenggara Barat;15000;20000;15000;3;60000;0
12/05/2022;548;Mug;Sulawesi Tengah;15000;20000;15000;3;60000;0
09/12/2022;549;Buku Soal OMITS SMP;Papua Barat;35000;55000;80000;4;220000;0
25/05/2022;550;Pin;Riau;2500;5000;10000;4;20000;0
13/04/2022;551;Gantungan Kunci;Nanggroe Aceh Darussalam;5000;10000;5000;1;10000;0
21/06/2022;552;Tumbler;Sulawesi Utara;50000;60000;10000;1;60000;0
05/05/2022;553;Totebag;Kalimantan Timur;20000;25000;20000;4;100000;0
12/01/2022;554;Buku Soal OMITS SMP;Nusa Tenggara Timur;35000;55000;40000;2;110000;0
03/08/2022;555;Mug;Kalimantan Timur;15000;20000;5000;1;20000;0
12/09/2022;556;Mug;Kalimantan Timur;15000;20000;15000;3;60000;0
10/07/2022;557;Gantungan Kunci;Lampung;5000;10000;5000;1;10000;0
02/04/2022;558;Buku Soal OMITS SD;Kalimantan Barat;35000;50000;45000;3;150000;0
27/04/2022;559;Gantungan Kunci;Papua Barat;5000;10000;5000;1;10000;0
10/01/2022;560;Sticker;Daerah Istimewa Yogyakarta;5000;10000;20000;4;40000;0
14/05/2022;561;Gantungan Kunci;Jawa Timur;5000;10000;5000;1;10000;0
24/05/2022;562;Mug;Bali;15000;20000;10000;2;40000;0
04/10/2022;563;Buku Soal OMITS SD;Papua Pegunungan;35000;50000;45000;3;150000;0
18/05/2022;564;Buku Soal OMITS SMP;Jawa Tengah;35000;55000;100000;5;275000;0
12/07/2022;565;T-Shirt;Jawa Barat;65000;75000;50000;5;375000;0
19/10/2022;566;Tumbler;Jawa Timur;50000;60000;50000;5;300000;0
09/08/2022;567;Totebag;Nusa Tenggara Timur;20000;25000;15000;3;75000;0
18/06/2022;568;Totebag;Jawa Timur;20000;25000;20000;4;100000;0
28/03/2022;569;Gantungan Kunci;DKI Jakarta;5000;10000;20000;4;40000;0
27/04/2022;570;T-Shirt;Nusa Tenggara Timur;65000;75000;40000;4;300000;0
04/04/2022;571;Buku Soal OMITS SD;Maluku Utara;35000;50000;60000;4;200000;0
02/11/2022;572;T-Shirt;Kalimantan Barat;65000;75000;50000;5;375000;0
03/05/2022;573;Totebag;Sulawesi Tengah;20000;25000;10000;2;50000;0
08/10/2022;574;T-Shirt;Sulawesi Tengah;65000;75000;20000;2;150000;0
03/03/2022;575;Mug;Papua Selatan;15000;20000;20000;4;80000;0
14/05/2022;576;Totebag;Sumatera Utara;20000;25000;15000;3;75000;0
17/06/2022;577;Sticker;Sulawesi Utara;5000;10000;15000;3;30000;0
28/04/2022;578;T-Shirt;DKI Jakarta;65000;75000;50000;5;375000;0
30/10/2022;579;Totebag;Lampung;20000;25000;20000;4;100000;0
16/05/2022;580;Buku Soal OMITS SMP;Kalimantan Barat;35000;55000;40000;2;110000;0
03/11/2022;581;Buku Soal OMITS SMA;Maluku;35000;60000;100000;4;240000;0
08/01/2022;582;Gantungan Kunci;Maluku Utara;5000;10000;20000;4;40000;0
25/03/2022;583;Gantungan Kunci;Riau;5000;10000;5000;1;10000;0
10/02/2022;584;Mug;Nusa Tenggara Timur;15000;20000;20000;4;80000;0
02/11/2022;585;Mug;Daerah Istimewa Yogyakarta;15000;20000;10000;2;40000;0
12/04/2022;586;Totebag;Jawa Timur;20000;25000;10000;2;50000;0
24/02/2022;587;Tumbler;Papua Barat;50000;60000;10000;1;60000;0
28/04/2022;588;Mug;Nanggroe Aceh Darussalam;15000;20000;5000;1;20000;0
12/12/2022;589;Buku Soal OMITS SD;Sumatera Utara;35000;50000;45000;3;150000;0
20/05/2022;590;Tumbler;Sumatera Utara;50000;60000;30000;3;180000;0
16/09/2022;591;T-Shirt;Papua Tengah;65000;75000;40000;4;300000;0
16/08/2022;592;Buku Soal OMITS SMP;Bali;35000;55000;100000;5;275000;0
11/02/2022;593;Gantungan Kunci;Kalimantan Timur;5000;10000;10000;2;20000;0
29/04/2022;594;Gantungan Kunci;Sumatera Barat;5000;10000;25000;5;50000;0
08/06/2022;595;Totebag;Sulawesi Barat;20000;25000;10000;2;50000;0
22/10/2022;596;Gantungan Kunci;Lampung;5000;10000;20000;4;40000;0
19/05/2022;597;Sticker;Bengkulu;5000;10000;5000;1;10000;0
12/06/2022;598;T-Shirt;Sulawesi Utara;65000;75000;40000;4;300000;0
31/12/2022;599;Buku Soal OMITS SD;Sulawesi Selatan;35000;50000;60000;4;200000;0
16/04/2022;600;Sticker;Nanggroe Aceh Darussalam;5000;10000;25000;5;50000;0
22/12/2022;601;Gantungan Kunci;Sulawesi Tengah;5000;10000;15000;3;30000;0
24/12/2022;602;Gantungan Kunci;Kalimantan Selatan;5000;10000;20000;4;40000;0
27/01/2022;603;Tumbler;Sumatera Utara;50000;60000;20000;2;120000;0
26/08/2022;604;Tumbler;Papua Selatan;50000;60000;30000;3;180000;0
30/03/2022;605;Mug;Nanggroe Aceh Darussalam;15000;20000;15000;3;60000;0
04/01/2022;606;Buku Soal OMITS SD;Kalimantan Utara;35000;50000;45000;3;150000;0
27/12/2022;607;Totebag;DKI Jakarta;20000;25000;15000;3;75000;0
05/10/2022;608;T-Shirt;Jawa Barat;65000;75000;30000;3;225000;0
22/01/2022;609;Pin;Kalimantan Barat;2500;5000;2500;1;5000;0
01/01/2022;610;Buku Soal OMITS SMA;Sulawesi Tengah;35000;60000;25000;1;60000;0
29/05/2022;611;Gantungan Kunci;Nanggroe Aceh Darussalam;5000;10000;15000;3;30000;0
10/01/2022;612;Tumbler;Sumatera Barat;50000;60000;50000;5;300000;0
07/04/2022;613;Buku Soal OMITS SD;Sulawesi Utara;35000;50000;45000;3;150000;0
28/06/2022;614;Sticker;Jambi;5000;10000;25000;5;50000;0
01/03/2022;615;T-Shirt;Lampung;65000;75000;50000;5;375000;0
04/06/2022;616;T-Shirt;Papua;65000;75000;10000;1;75000;0
09/04/2022;617;Pin;Kalimantan Utara;2500;5000;5000;2;10000;0
01/04/2022;618;T-Shirt;Maluku Utara;65000;75000;40000;4;300000;0
26/10/2022;619;Totebag;Kalimantan Barat;20000;25000;5000;1;25000;0
28/05/2022;620;Gantungan Kunci;Kalimantan Selatan;5000;10000;5000;1;10000;0
12/10/2022;621;Pin;Sulawesi Barat;2500;5000;5000;2;10000;0
27/12/2022;622;Gantungan Kunci;Papua Selatan;5000;10000;15000;3;30000;0
21/02/2022;623;Mug;Jawa Tengah;15000;20000;20000;4;80000;0
25/01/2022;624;Sticker;Banten;5000;10000;25000;5;50000;0
12/07/2022;625;T-Shirt;Kepulauan Riau;65000;75000;40000;4;300000;0
07/09/2022;626;Buku Soal OMITS SMP;Papua Barat Daya;35000;55000;60000;3;165000;0
30/01/2022;627;Mug;Jawa Timur;15000;20000;25000;5;100000;0
25/12/2022;628;Pin;Sulawesi Selatan;2500;5000;12500;5;25000;0
08/04/2022;629;T-Shirt;Sulawesi Barat;65000;75000;40000;4;300000;0
10/08/2022;630;Sticker;Sulawesi Utara;5000;10000;10000;2;20000;0
04/05/2022;631;Tumbler;Sumatera Utara;50000;60000;30000;3;180000;0
09/12/2022;632;Totebag;Nusa Tenggara Barat;20000;25000;10000;2;50000;0
04/01/2022;633;Pin;Sulawesi Utara;2500;5000;5000;2;10000;0
12/09/2022;634;T-Shirt;Papua;65000;75000;10000;1;75000;0
12/08/2022;635;Gantungan Kunci;Bali;5000;10000;10000;2;20000;0
26/10/2022;636;Buku Soal OMITS SMA;Sulawesi Barat;35000;60000;50000;2;120000;0
01/07/2022;637;Buku Soal OMITS SD;Sulawesi Barat;35000;50000;75000;5;250000;0
20/02/2022;638;Mug;Papua Barat Daya;15000;20000;5000;1;20000;0
24/07/2022;639;Totebag;Jawa Barat;20000;25000;5000;1;25000;0
25/05/2022;640;Gantungan Kunci;Papua Barat Daya;5000;10000;20000;4;40000;0
26/11/2022;641;Sticker;Sulawesi Tengah;5000;10000;15000;3;30000;0
17/09/2022;642;Gantungan Kunci;Nusa Tenggara Timur;5000;10000;25000;5;50000;0
07/06/2022;643;Buku Soal OMITS SMA;Kalimantan Utara;35000;60000;125000;5;300000;0
28/07/2022;644;T-Shirt;Sumatera Selatan;65000;75000;40000;4;300000;0
19/04/2022;645;Mug;Kalimantan Barat;15000;20000;25000;5;100000;0
27/09/2022;646;Buku Soal OMITS SMA;Maluku;35000;60000;100000;4;240000;0
16/06/2022;647;T-Shirt;Maluku;65000;75000;20000;2;150000;0
16/10/2022;648;Buku Soal OMITS SMP;Papua Barat Daya;35000;55000;100000;5;275000;0
27/09/2022;649;T-Shirt;Bali;65000;75000;20000;2;150000;0
22/10/2022;650;Sticker;Jawa Tengah;5000;10000;10000;2;20000;0
13/01/2022;651;Tumbler;Bali;50000;60000;50000;5;300000;0
